year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2002,MotoGP,15,AUS,Phillip Island,1568,"Vd Goorbergh, Jurgen",?,Honda,5,11,,NL,170.7,+11.414
2002,MotoGP,15,AUS,Phillip Island,1567,"Biaggi, Max",?,Yamaha,6,10,,IT,170.0,+20.937
2002,MotoGP,15,AUS,Phillip Island,1509,"Aoki, Nobuatsu",?,Proton KR,7,9,,JP,169.9,+22.505
2002,MotoGP,15,AUS,Phillip Island,1714,"Jacque, Olivier",?,Yamaha,8,8,,FR,169.6,+26.642
2002,MotoGP,15,AUS,Phillip Island,1660,"Roberts Jr, Kenny",?,Suzuki,9,7,,US,169.6,+26.692
2002,MotoGP,15,AUS,Phillip Island,1619,"Mcwilliams, Jeremy",?,Proton KR,10,6,,GB,169.3,+31.994
2002,MotoGP,15,AUS,Phillip Island,1647,"Checa, Carlos",?,Yamaha,11,5,,ES,169.1,+34.563
2002,MotoGP,15,AUS,Phillip Island,1588,"Gibernau, Sete",?,Suzuki,12,4,,ES,168.8,+38.827
2002,MotoGP,15,AUS,Phillip Island,1875,"Nakano, Shinya",?,Yamaha,13,3,,JP,168.4,+45.418
2002,MotoGP,15,AUS,Phillip Island,1508,"Harada, Tetsuya",?,Honda,14,2,,JP,167.9,+52.542
2002,MotoGP,15,AUS,Phillip Island,1669,"Cardoso, Jose Luis",?,Yamaha,15,1,,ES,167.9,+52.765
2002,MotoGP,15,AUS,Phillip Island,2049,"Hopkins, John",?,Yamaha,16,0,,US,166.7,+1'12.169
2002,MotoGP,15,AUS,Phillip Island,2051,"Pitt, Andrew",?,Kawasaki,17,0,,AU,166.7,+1'12.196
2002,MotoGP,15,AUS,Phillip Island,1626,"Mccoy, Garry",?,Yamaha,18,0,,AU,165.0,1 Lap
2002,MotoGP,15,AUS,Phillip Island,1516,"Capirossi, Loris",?,Honda,-1,0,,IT,161.1,25 Laps
2002,MotoGP,16,VAL,Ricardo Tormo,1310,"Barros, Alex",?,Honda,1,25,,BR,152.2,47'22.404
2002,MotoGP,16,VAL,Ricardo Tormo,1762,"Rossi, Valentino",?,Honda,2,20,,IT,152.2,+0.230
2002,MotoGP,16,VAL,Ricardo Tormo,1567,"Biaggi, Max",?,Yamaha,3,16,,IT,151.4,+15.213
2002,MotoGP,16,VAL,Ricardo Tormo,1771,"Kato, Daijiro",?,Honda,4,13,,JP,151.0,+22.504
2002,MotoGP,16,VAL,Ricardo Tormo,1682,"Ukawa, Tohru",?,Honda,5,11,,JP,150.3,+35.165
2002,MotoGP,16,VAL,Ricardo Tormo,1875,"Nakano, Shinya",?,Yamaha,6,10,,JP,149.5,+50.169
2002,MotoGP,16,VAL,Ricardo Tormo,1568,"Vd Goorbergh, Jurgen",?,Honda,7,9,,NL,148.8,+1'03.814
2002,MotoGP,16,VAL,Ricardo Tormo,1619,"Mcwilliams, Jeremy",?,Proton KR,8,8,,GB,148.8,+1'05.079
2002,MotoGP,16,VAL,Ricardo Tormo,1714,"Jacque, Olivier",?,Yamaha,9,7,,FR,148.6,+1'08.312
2002,MotoGP,16,VAL,Ricardo Tormo,1664,"Abe, Norick",?,Yamaha,10,6,,JP,148.6,+1'08.312
2002,MotoGP,16,VAL,Ricardo Tormo,2049,"Hopkins, John",?,Yamaha,11,5,,US,147.7,+1'26.241
2002,MotoGP,16,VAL,Ricardo Tormo,2051,"Pitt, Andrew",?,Kawasaki,12,4,,AU,147.6,+1'27.427
2002,MotoGP,16,VAL,Ricardo Tormo,1588,"Gibernau, Sete",?,Suzuki,13,3,,ES,146.7,1 Lap
2002,MotoGP,16,VAL,Ricardo Tormo,1508,"Harada, Tetsuya",?,Honda,14,2,,JP,142.6,1 Lap
2002,MotoGP,16,VAL,Ricardo Tormo,1647,"Checa, Carlos",?,Yamaha,-4,0,,ES,,30 Laps
2003,MotoGP,1,JPN,Suzuka,1762,"Rossi, Valentino",?,Honda,1,25,,IT,165.9,44'13.182
2003,MotoGP,1,JPN,Suzuka,1567,"Biaggi, Max",?,Honda,2,20,,IT,165.5,+6.445
2003,MotoGP,1,JPN,Suzuka,1516,"Capirossi, Loris",?,Ducati,3,16,,IT,165.4,+8.209
2003,MotoGP,1,JPN,Suzuka,1588,"Gibernau, Sete",?,Honda,4,13,,ES,165.1,+13.209
2003,MotoGP,1,JPN,Suzuka,1862,"Bayliss, Troy",?,Ducati,5,11,,AU,164.5,+23.099
2003,MotoGP,1,JPN,Suzuka,2094,"Edwards, Colin",?,Aprilia,6,10,,US,164.2,+29.040
2003,MotoGP,1,JPN,Suzuka,2093,"Hayden, Nicky",?,Honda,7,9,,US,164.1,+29.126
2003,MotoGP,1,JPN,Suzuka,1310,"Barros, Alex",?,Yamaha,8,8,,BR,164.1,+30.526
2003,MotoGP,1,JPN,Suzuka,1875,"Nakano, Shinya",?,Yamaha,9,7,,JP,163.9,+33.447
2003,MotoGP,1,JPN,Suzuka,1647,"Checa, Carlos",?,Yamaha,10,6,,ES,163.5,+40.200
2003,MotoGP,1,JPN,Suzuka,1664,"Abe, Norick",?,Yamaha,11,5,,JP,163.2,+44.790
2003,MotoGP,1,JPN,Suzuka,1871,"Haga, Noriyuki",?,Aprilia,12,4,,JP,162.1,+1'03.358
2003,MotoGP,1,JPN,Suzuka,2049,"Hopkins, John",?,Suzuki,13,3,,US,162.0,+1'03.950
2003,MotoGP,1,JPN,Suzuka,1660,"Roberts Jr, Kenny",?,Suzuki,14,2,,US,162.0,+1'04.085
2003,MotoGP,1,JPN,Suzuka,1714,"Jacque, Olivier",?,Yamaha,15,1,,FR,161.7,+1'09.990
2003,MotoGP,1,JPN,Suzuka,1626,"Mccoy, Garry",?,Kawasaki,16,0,,AU,161.3,+1'16.572
2003,MotoGP,1,JPN,Suzuka,2051,"Pitt, Andrew",?,Kawasaki,17,0,,AU,161.2,+1'17.380
2003,MotoGP,1,JPN,Suzuka,2096,"Yanagawa, Akira",?,Kawasaki,18,0,,JP,160.9,+1'23.605
2003,MotoGP,1,JPN,Suzuka,2097,"Serizawa, Tamaki",?,MD211VF PROTO,19,0,,JP,160.2,+1'35.459
2003,MotoGP,1,JPN,Suzuka,1682,"Ukawa, Tohru",?,Honda,20,0,,JP,158.9,+1'57.128
2003,MotoGP,1,JPN,Suzuka,1771,"Kato, Daijiro",?,Honda,-1,0,,JP,160.4,19 Laps
2003,MotoGP,2,RSA,Phakisa Freeway,1588,"Gibernau, Sete",?,Honda,1,25,,ES,161.3,44'10.398
2003,MotoGP,2,RSA,Phakisa Freeway,1762,"Rossi, Valentino",?,Honda,2,20,,IT,161.3,+0.363
2003,MotoGP,2,RSA,Phakisa Freeway,1567,"Biaggi, Max",?,Honda,3,16,,IT,161.0,+5.073
2003,MotoGP,2,RSA,Phakisa Freeway,1862,"Bayliss, Troy",?,Ducati,4,13,,AU,160.6,+12.606
2003,MotoGP,2,RSA,Phakisa Freeway,1310,"Barros, Alex",?,Yamaha,5,11,,BR,160.2,+18.930
2003,MotoGP,2,RSA,Phakisa Freeway,1682,"Ukawa, Tohru",?,Honda,6,10,,JP,160.2,+19.113
2003,MotoGP,2,RSA,Phakisa Freeway,2093,"Hayden, Nicky",?,Honda,7,9,,US,160.1,+20.156
2003,MotoGP,2,RSA,Phakisa Freeway,1664,"Abe, Norick",?,Yamaha,8,8,,JP,160.1,+20.870
2003,MotoGP,2,RSA,Phakisa Freeway,1647,"Checa, Carlos",?,Yamaha,9,7,,ES,160.0,+22.125
2003,MotoGP,2,RSA,Phakisa Freeway,1714,"Jacque, Olivier",?,Yamaha,10,6,,FR,159.8,+25.218
2003,MotoGP,2,RSA,Phakisa Freeway,1875,"Nakano, Shinya",?,Yamaha,11,5,,JP,159.2,+35.903
2003,MotoGP,2,RSA,Phakisa Freeway,1509,"Aoki, Nobuatsu",?,Proton KR,12,4,,JP,159.0,+39.258
2003,MotoGP,2,RSA,Phakisa Freeway,2049,"Hopkins, John",?,Suzuki,13,3,,US,158.3,+50.230
2003,MotoGP,2,RSA,Phakisa Freeway,1876,"Tamada, Makoto",?,Honda,14,2,,JP,157.7,+1'01.441
2003,MotoGP,2,RSA,Phakisa Freeway,1660,"Roberts Jr, Kenny",?,Suzuki,15,1,,US,157.5,+1'04.142
2003,MotoGP,2,RSA,Phakisa Freeway,2051,"Pitt, Andrew",?,Kawasaki,16,0,,AU,156.4,+1'23.083
2003,MotoGP,2,RSA,Phakisa Freeway,1626,"Mccoy, Garry",?,Kawasaki,17,0,,AU,154.6,1 Lap
2003,MotoGP,2,RSA,Phakisa Freeway,2094,"Edwards, Colin",?,Aprilia,-4,0,,US,,28 Laps
2003,MotoGP,3,SPA,Jerez,1762,"Rossi, Valentino",?,Honda,1,25,,IT,153.0,46'50.345
2003,MotoGP,3,SPA,Jerez,1567,"Biaggi, Max",?,Honda,2,20,,IT,152.6,+6.333
2003,MotoGP,3,SPA,Jerez,1862,"Bayliss, Troy",?,Ducati,3,16,,AU,152.3,+12.077
2003,MotoGP,3,SPA,Jerez,1682,"Ukawa, Tohru",?,Honda,4,13,,JP,152.1,+16.186
2003,MotoGP,3,SPA,Jerez,1310,"Barros, Alex",?,Yamaha,5,11,,BR,152.0,+18.630
2003,MotoGP,3,SPA,Jerez,1876,"Tamada, Makoto",?,Honda,6,10,,JP,151.7,+24.153
2003,MotoGP,3,SPA,Jerez,2049,"Hopkins, John",?,Suzuki,7,9,,US,151.3,+30.959
2003,MotoGP,3,SPA,Jerez,1875,"Nakano, Shinya",?,Yamaha,8,8,,JP,151.3,+31.218
2003,MotoGP,3,SPA,Jerez,1509,"Aoki, Nobuatsu",?,Proton KR,9,7,,JP,151.0,+36.002
2003,MotoGP,3,SPA,Jerez,1714,"Jacque, Olivier",?,Yamaha,10,6,,FR,151.0,+37.566
2003,MotoGP,3,SPA,Jerez,1871,"Haga, Noriyuki",?,Aprilia,11,5,,JP,150.6,+43.753
2003,MotoGP,3,SPA,Jerez,1619,"Mcwilliams, Jeremy",?,Proton KR,12,4,,GB,150.6,+43.894
2003,MotoGP,3,SPA,Jerez,1660,"Roberts Jr, Kenny",?,Suzuki,13,3,,US,150.4,+48.891
2003,MotoGP,3,SPA,Jerez,2094,"Edwards, Colin",?,Aprilia,14,2,,US,150.2,+52.128
2003,MotoGP,3,SPA,Jerez,2051,"Pitt, Andrew",?,Kawasaki,15,1,,AU,149.4,+1'08.179
2003,MotoGP,3,SPA,Jerez,1899,"Hofmann, Alex",?,Kawasaki,16,0,,DE,149.3,+1'08.372
2003,MotoGP,3,SPA,Jerez,1854,"Melandri, Marco",?,Yamaha,17,0,,IT,148.2,+1'31.010
2003,MotoGP,3,SPA,Jerez,1626,"Mccoy, Garry",?,Kawasaki,18,0,,AU,147.0,1 Lap
2003,MotoGP,3,SPA,Jerez,1647,"Checa, Carlos",?,Yamaha,-1,0,,ES,149.9,24 Laps
2003,MotoGP,4,FRA,Le Mans,1588,"Gibernau, Sete",?,Honda,1,25,,ES,133.1,24'29.665
2003,MotoGP,4,FRA,Le Mans,1762,"Rossi, Valentino",?,Honda,2,20,,IT,133.1,+0.165
2003,MotoGP,4,FRA,Le Mans,1310,"Barros, Alex",?,Yamaha,3,16,,BR,132.9,+1.793
2003,MotoGP,4,FRA,Le Mans,1714,"Jacque, Olivier",?,Yamaha,4,13,,FR,130.5,+29.912
2003,MotoGP,4,FRA,Le Mans,1567,"Biaggi, Max",?,Honda,5,11,,IT,130.3,+31.493
2003,MotoGP,4,FRA,Le Mans,1619,"Mcwilliams, Jeremy",?,Proton KR,6,10,,GB,130.1,+33.946
2003,MotoGP,4,FRA,Le Mans,1682,"Ukawa, Tohru",?,Honda,7,9,,JP,130.0,+35.447
2003,MotoGP,4,FRA,Le Mans,1871,"Haga, Noriyuki",?,Aprilia,8,8,,JP,129.9,+36.231
2003,MotoGP,4,FRA,Le Mans,1626,"Mccoy, Garry",?,Kawasaki,9,7,,AU,128.6,+51.254
2003,MotoGP,4,FRA,Le Mans,2094,"Edwards, Colin",?,Aprilia,10,6,,US,127.7,+1'01.802
2003,MotoGP,4,FRA,Le Mans,1664,"Abe, Norick",?,Yamaha,11,5,,JP,114.6,1 Lap
2003,MotoGP,4,FRA,Le Mans,2093,"Hayden, Nicky",?,Honda,12,4,,US,113.8,1 Lap
2003,MotoGP,4,FRA,Le Mans,2095,"Kiyonari, Ryuichi",?,Honda,13,3,,JP,113.8,1 Lap
2003,MotoGP,4,FRA,Le Mans,1875,"Nakano, Shinya",?,Yamaha,14,2,,JP,107.1,2 Laps
2003,MotoGP,4,FRA,Le Mans,1854,"Melandri, Marco",?,Yamaha,15,1,,IT,106.5,2 Laps
2003,MotoGP,4,FRA,Le Mans,1660,"Roberts Jr, Kenny",?,Suzuki,16,0,,US,103.6,2 Laps
2003,MotoGP,4,FRA,Le Mans,1516,"Capirossi, Loris",?,Ducati,-4,0,,IT,,13 Laps
2003,MotoGP,5,ITA,Mugello,1762,"Rossi, Valentino",?,Honda,1,25,,IT,166.5,43'28.008
2003,MotoGP,5,ITA,Mugello,1516,"Capirossi, Loris",?,Ducati,2,20,,IT,166.4,+1.416
2003,MotoGP,5,ITA,Mugello,1567,"Biaggi, Max",?,Honda,3,16,,IT,166.2,+4.576
2003,MotoGP,5,ITA,Mugello,1876,"Tamada, Makoto",?,Honda,4,13,,JP,165.7,+13.210
2003,MotoGP,5,ITA,Mugello,1875,"Nakano, Shinya",?,Yamaha,5,11,,JP,165.7,+13.411
2003,MotoGP,5,ITA,Mugello,1682,"Ukawa, Tohru",?,Honda,6,10,,JP,165.7,+13.666
2003,MotoGP,5,ITA,Mugello,1588,"Gibernau, Sete",?,Honda,7,9,,ES,165.6,+14.253
2003,MotoGP,5,ITA,Mugello,1647,"Checa, Carlos",?,Yamaha,8,8,,ES,165.1,+22.811
2003,MotoGP,5,ITA,Mugello,2094,"Edwards, Colin",?,Aprilia,9,7,,US,164.4,+33.056
2003,MotoGP,5,ITA,Mugello,1714,"Jacque, Olivier",?,Yamaha,10,6,,FR,164.1,+38.882
2003,MotoGP,5,ITA,Mugello,1854,"Melandri, Marco",?,Yamaha,11,5,,IT,164.1,+38.977
2003,MotoGP,5,ITA,Mugello,2093,"Hayden, Nicky",?,Honda,12,4,,US,163.5,+48.639
2003,MotoGP,5,ITA,Mugello,2095,"Kiyonari, Ryuichi",?,Honda,13,3,,JP,163.4,+50.183
2003,MotoGP,5,ITA,Mugello,1899,"Hofmann, Alex",?,Kawasaki,14,2,,DE,163.1,+54.213
2003,MotoGP,5,ITA,Mugello,1626,"Mccoy, Garry",?,Kawasaki,15,1,,AU,161.4,+1'23.281
2003,MotoGP,5,ITA,Mugello,2051,"Pitt, Andrew",?,Kawasaki,16,0,,AU,160.5,+1'37.284
2003,MotoGP,5,ITA,Mugello,1660,"Roberts Jr, Kenny",?,Suzuki,-1,0,,US,159.5,21 Laps
2003,MotoGP,6,CAT,Catalunya,1516,"Capirossi, Loris",?,Ducati,1,25,,IT,159.8,44'21.758
2003,MotoGP,6,CAT,Catalunya,1762,"Rossi, Valentino",?,Honda,2,20,,IT,159.6,+3.075
2003,MotoGP,6,CAT,Catalunya,1588,"Gibernau, Sete",?,Honda,3,16,,ES,159.6,+4.344
2003,MotoGP,6,CAT,Catalunya,1647,"Checa, Carlos",?,Yamaha,4,13,,ES,159.5,+4.935
2003,MotoGP,6,CAT,Catalunya,1875,"Nakano, Shinya",?,Yamaha,5,11,,JP,159.5,+5.003
2003,MotoGP,6,CAT,Catalunya,1682,"Ukawa, Tohru",?,Honda,6,10,,JP,158.6,+20.587
2003,MotoGP,6,CAT,Catalunya,1876,"Tamada, Makoto",?,Honda,7,9,,JP,158.5,+22.982
2003,MotoGP,6,CAT,Catalunya,1310,"Barros, Alex",?,Yamaha,8,8,,BR,158.3,+24.989
2003,MotoGP,6,CAT,Catalunya,2093,"Hayden, Nicky",?,Honda,9,7,,US,158.2,+27.159
2003,MotoGP,6,CAT,Catalunya,1862,"Bayliss, Troy",?,Ducati,10,6,,AU,158.0,+30.376
2003,MotoGP,6,CAT,Catalunya,2095,"Kiyonari, Ryuichi",?,Honda,11,5,,JP,157.9,+33.193
2003,MotoGP,6,CAT,Catalunya,1871,"Haga, Noriyuki",?,Aprilia,12,4,,JP,157.4,+40.443
2003,MotoGP,6,CAT,Catalunya,1854,"Melandri, Marco",?,Yamaha,13,3,,IT,157.4,+40.445
2003,MotoGP,6,CAT,Catalunya,1567,"Biaggi, Max",?,Honda,14,2,,IT,157.3,+42.325
2003,MotoGP,6,CAT,Catalunya,2049,"Hopkins, John",?,Suzuki,15,1,,US,157.0,+48.659
2003,MotoGP,6,CAT,Catalunya,1509,"Aoki, Nobuatsu",?,Proton KR,16,0,,JP,156.0,+1'04.721
2003,MotoGP,6,CAT,Catalunya,1626,"Mccoy, Garry",?,Kawasaki,17,0,,AU,154.2,+1'36.914
2003,MotoGP,6,CAT,Catalunya,2051,"Pitt, Andrew",?,Kawasaki,-4,0,,AU,,25 Laps
2003,MotoGP,7,NED,Assen,1588,"Gibernau, Sete",?,Honda,1,25,,ES,161.1,42'39.006
2003,MotoGP,7,NED,Assen,1567,"Biaggi, Max",?,Honda,2,20,,IT,160.5,+10.111
2003,MotoGP,7,NED,Assen,1762,"Rossi, Valentino",?,Honda,3,16,,IT,160.2,+13.875
2003,MotoGP,7,NED,Assen,1647,"Checa, Carlos",?,Yamaha,4,13,,ES,158.8,+36.978
2003,MotoGP,7,NED,Assen,1714,"Jacque, Olivier",?,Yamaha,5,11,,FR,158.6,+40.345
2003,MotoGP,7,NED,Assen,1516,"Capirossi, Loris",?,Ducati,6,10,,IT,158.5,+42.177
2003,MotoGP,7,NED,Assen,2094,"Edwards, Colin",?,Aprilia,7,9,,US,158.0,+50.518
2003,MotoGP,7,NED,Assen,1310,"Barros, Alex",?,Yamaha,8,8,,BR,157.5,+59.023
2003,MotoGP,7,NED,Assen,1862,"Bayliss, Troy",?,Ducati,9,7,,AU,155.4,+1'33.536
2003,MotoGP,7,NED,Assen,1899,"Hofmann, Alex",?,Kawasaki,10,6,,DE,155.2,+1'36.403
2003,MotoGP,7,NED,Assen,2093,"Hayden, Nicky",?,Honda,11,5,,US,155.1,+1'39.033
2003,MotoGP,7,NED,Assen,1682,"Ukawa, Tohru",?,Honda,12,4,,JP,154.9,+1'42.398
2003,MotoGP,7,NED,Assen,1875,"Nakano, Shinya",?,Yamaha,13,3,,JP,154.8,+1'43.690
2003,MotoGP,7,NED,Assen,2051,"Pitt, Andrew",?,Kawasaki,14,2,,AU,148.8,1 Lap
2003,MotoGP,7,NED,Assen,2049,"Hopkins, John",?,Suzuki,15,1,,US,148.6,1 Lap
2003,MotoGP,7,NED,Assen,1876,"Tamada, Makoto",?,Honda,16,0,,JP,148.2,1 Lap
2003,MotoGP,7,NED,Assen,2095,"Kiyonari, Ryuichi",?,Honda,17,0,,JP,148.0,1 Lap
2003,MotoGP,7,NED,Assen,1626,"Mccoy, Garry",?,Kawasaki,18,0,,AU,145.1,1 Lap
2003,MotoGP,7,NED,Assen,1619,"Mcwilliams, Jeremy",?,Proton KR,-1,0,,GB,147.7,10 Laps
2003,MotoGP,8,GBR,Donington Park,1567,"Biaggi, Max",?,Honda,1,25,,IT,157.0,46'06.688
2003,MotoGP,8,GBR,Donington Park,1588,"Gibernau, Sete",?,Honda,2,20,,ES,156.6,+7.138
2003,MotoGP,8,GBR,Donington Park,1762,"Rossi, Valentino",?,Honda,3,16,,IT,156.5,+8.794
2003,MotoGP,8,GBR,Donington Park,1516,"Capirossi, Loris",?,Ducati,4,13,,IT,156.3,+13.041
2003,MotoGP,8,GBR,Donington Park,1862,"Bayliss, Troy",?,Ducati,5,11,,AU,156.1,+16.269
2003,MotoGP,8,GBR,Donington Park,1647,"Checa, Carlos",?,Yamaha,6,10,,ES,155.5,+27.085
2003,MotoGP,8,GBR,Donington Park,1871,"Haga, Noriyuki",?,Aprilia,7,9,,JP,155.5,+27.662
2003,MotoGP,8,GBR,Donington Park,2093,"Hayden, Nicky",?,Honda,8,8,,US,155.2,+32.012
2003,MotoGP,8,GBR,Donington Park,1875,"Nakano, Shinya",?,Yamaha,9,7,,JP,155.1,+34.799
2003,MotoGP,8,GBR,Donington Park,2094,"Edwards, Colin",?,Aprilia,10,6,,US,155.1,+35.001
2003,MotoGP,8,GBR,Donington Park,2049,"Hopkins, John",?,Suzuki,11,5,,US,154.4,+48.165
2003,MotoGP,8,GBR,Donington Park,1814,"Kagayama, Yukio",?,Suzuki,12,4,,JP,153.7,+1'00.423
2003,MotoGP,8,GBR,Donington Park,1876,"Tamada, Makoto",?,Honda,13,3,,JP,153.4,+1'06.160
2003,MotoGP,8,GBR,Donington Park,2095,"Kiyonari, Ryuichi",?,Honda,14,2,,JP,152.9,+1'14.866
2003,MotoGP,8,GBR,Donington Park,1509,"Aoki, Nobuatsu",?,Proton KR,15,1,,JP,152.1,+1'30.291
2003,MotoGP,8,GBR,Donington Park,1626,"Mccoy, Garry",?,Kawasaki,16,0,,AU,151.7,1 Lap
2003,MotoGP,8,GBR,Donington Park,2051,"Pitt, Andrew",?,Kawasaki,17,0,,AU,149.6,1 Lap
2003,MotoGP,8,GBR,Donington Park,1682,"Ukawa, Tohru",?,Honda,-4,0,,JP,,30 Laps
2003,MotoGP,9,GER,Sachsenring,1588,"Gibernau, Sete",?,Honda,1,25,,ES,154.8,42'41.180
2003,MotoGP,9,GER,Sachsenring,1762,"Rossi, Valentino",?,Honda,2,20,,IT,154.8,+0.060
2003,MotoGP,9,GER,Sachsenring,1862,"Bayliss, Troy",?,Ducati,3,16,,AU,154.0,+13.207
2003,MotoGP,9,GER,Sachsenring,1516,"Capirossi, Loris",?,Ducati,4,13,,IT,153.8,+16.521
2003,MotoGP,9,GER,Sachsenring,2093,"Hayden, Nicky",?,Honda,5,11,,US,153.8,+16.563
2003,MotoGP,9,GER,Sachsenring,1682,"Ukawa, Tohru",?,Honda,6,10,,JP,153.7,+18.743
2003,MotoGP,9,GER,Sachsenring,1875,"Nakano, Shinya",?,Yamaha,7,9,,JP,153.7,+18.885
2003,MotoGP,9,GER,Sachsenring,1647,"Checa, Carlos",?,Yamaha,8,8,,ES,153.2,+26.165
2003,MotoGP,9,GER,Sachsenring,1714,"Jacque, Olivier",?,Yamaha,9,7,,FR,153.1,+28.281
2003,MotoGP,9,GER,Sachsenring,1664,"Abe, Norick",?,Yamaha,10,6,,JP,153.1,+29.159
2003,MotoGP,9,GER,Sachsenring,1509,"Aoki, Nobuatsu",?,Proton KR,11,5,,JP,153.0,+29.316
2003,MotoGP,9,GER,Sachsenring,1619,"Mcwilliams, Jeremy",?,Proton KR,12,4,,GB,153.0,+30.427
2003,MotoGP,9,GER,Sachsenring,1876,"Tamada, Makoto",?,Honda,13,3,,JP,151.9,+49.580
2003,MotoGP,9,GER,Sachsenring,2094,"Edwards, Colin",?,Aprilia,14,2,,US,151.6,+53.444
2003,MotoGP,9,GER,Sachsenring,1660,"Roberts Jr, Kenny",?,Suzuki,15,1,,US,151.4,+57.512
2003,MotoGP,9,GER,Sachsenring,1626,"Mccoy, Garry",?,Kawasaki,16,0,,AU,151.3,+59.580
2003,MotoGP,9,GER,Sachsenring,1899,"Hofmann, Alex",?,Kawasaki,17,0,,DE,151.0,+1'05.240
2003,MotoGP,9,GER,Sachsenring,2095,"Kiyonari, Ryuichi",?,Honda,18,0,,JP,150.9,+1'05.348
2003,MotoGP,9,GER,Sachsenring,2051,"Pitt, Andrew",?,Kawasaki,19,0,,AU,148.6,1 Lap
2003,MotoGP,9,GER,Sachsenring,1757,"De Gea, David",?,Sabre V4,20,0,,ES,148.1,1 Lap
2003,MotoGP,9,GER,Sachsenring,1871,"Haga, Noriyuki",?,Aprilia,-1,0,,JP,152.7,23 Laps
2003,MotoGP,10,CZE,Brno,1762,"Rossi, Valentino",?,Honda,1,25,,IT,160.9,44'18.907
2003,MotoGP,10,CZE,Brno,1588,"Gibernau, Sete",?,Honda,2,20,,ES,160.9,+0.042
2003,MotoGP,10,CZE,Brno,1862,"Bayliss, Troy",?,Ducati,3,16,,AU,160.9,+0.668
2003,MotoGP,10,CZE,Brno,1647,"Checa, Carlos",?,Yamaha,4,13,,ES,160.6,+5.390
2003,MotoGP,10,CZE,Brno,1567,"Biaggi, Max",?,Honda,5,11,,IT,160.4,+8.729
2003,MotoGP,10,CZE,Brno,2093,"Hayden, Nicky",?,Honda,6,10,,US,160.3,+11.043
2003,MotoGP,10,CZE,Brno,1310,"Barros, Alex",?,Yamaha,7,9,,BR,160.2,+11.439
2003,MotoGP,10,CZE,Brno,1682,"Ukawa, Tohru",?,Honda,8,8,,JP,160.1,+13.574
2003,MotoGP,10,CZE,Brno,1876,"Tamada, Makoto",?,Honda,9,7,,JP,159.5,+23.273
2003,MotoGP,10,CZE,Brno,1854,"Melandri, Marco",?,Yamaha,10,6,,IT,159.4,+26.404
2003,MotoGP,10,CZE,Brno,1714,"Jacque, Olivier",?,Yamaha,11,5,,FR,159.3,+26.685
2003,MotoGP,10,CZE,Brno,2094,"Edwards, Colin",?,Aprilia,12,4,,US,159.1,+30.728
2003,MotoGP,10,CZE,Brno,1871,"Haga, Noriyuki",?,Aprilia,13,3,,JP,158.6,+39.531
2003,MotoGP,10,CZE,Brno,1875,"Nakano, Shinya",?,Yamaha,14,2,,JP,158.5,+41.240
2003,MotoGP,10,CZE,Brno,2095,"Kiyonari, Ryuichi",?,Honda,15,1,,JP,158.3,+44.623
2003,MotoGP,10,CZE,Brno,2051,"Pitt, Andrew",?,Kawasaki,16,0,,AU,157.6,+55.499
2003,MotoGP,10,CZE,Brno,2049,"Hopkins, John",?,Suzuki,17,0,,US,157.6,+55.677
2003,MotoGP,10,CZE,Brno,1626,"Mccoy, Garry",?,Kawasaki,18,0,,AU,157.3,+1'00.700
2003,MotoGP,10,CZE,Brno,1899,"Hofmann, Alex",?,Kawasaki,19,0,,DE,156.9,+1'08.130
2003,MotoGP,10,CZE,Brno,1660,"Roberts Jr, Kenny",?,Suzuki,20,0,,US,156.5,+1'14.524
2003,MotoGP,10,CZE,Brno,1757,"De Gea, David",?,Sabre V4,-2,0,,ES,,22 Laps
2003,MotoGP,11,POR,Estoril,1762,"Rossi, Valentino",?,Honda,1,25,,IT,150.1,46'48.005
2003,MotoGP,11,POR,Estoril,1567,"Biaggi, Max",?,Honda,2,20,,IT,150.0,+2.094
2003,MotoGP,11,POR,Estoril,1516,"Capirossi, Loris",?,Ducati,3,16,,IT,149.8,+5.254
2003,MotoGP,11,POR,Estoril,1588,"Gibernau, Sete",?,Honda,4,13,,ES,149.8,+5.269
2003,MotoGP,11,POR,Estoril,1682,"Ukawa, Tohru",?,Honda,5,11,,JP,149.6,+10.581
2003,MotoGP,11,POR,Estoril,1862,"Bayliss, Troy",?,Ducati,6,10,,AU,149.4,+14.246
2003,MotoGP,11,POR,Estoril,1854,"Melandri, Marco",?,Yamaha,7,9,,IT,149.3,+16.143
2003,MotoGP,11,POR,Estoril,1647,"Checa, Carlos",?,Yamaha,8,8,,ES,149.2,+18.083
2003,MotoGP,11,POR,Estoril,2093,"Hayden, Nicky",?,Honda,9,7,,US,149.2,+18.284
2003,MotoGP,11,POR,Estoril,1876,"Tamada, Makoto",?,Honda,10,6,,JP,149.0,+21.815
2003,MotoGP,11,POR,Estoril,1310,"Barros, Alex",?,Yamaha,11,5,,BR,148.8,+24.059
2003,MotoGP,11,POR,Estoril,1875,"Nakano, Shinya",?,Yamaha,12,4,,JP,148.7,+27.082
2003,MotoGP,11,POR,Estoril,1714,"Jacque, Olivier",?,Yamaha,13,3,,FR,148.7,+27.651
2003,MotoGP,11,POR,Estoril,2094,"Edwards, Colin",?,Aprilia,14,2,,US,148.5,+31.505
